#ZVView-data-copy:  25-Jan-2019 04:42:21
#=======================================
#
#name:   79-AU-197(N,G)79-AU-198,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  2424
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         0.544       0.0135         0.12       0.0048  # 1988,A.N.Davletshin+     ## 40968003
        0.5441        0.014        0.118      0.00472  # 1988,A.N.Davletshin+     ## 40968003
          0.55            0         0.15            0  # 1959,A.E.Johnsrud+       ## 11675026
        0.5552       0.0306       0.1155            0  # 1965,K.K.Harris+         ## 12197002
          0.58        0.203        0.123     0.001476  # 1976,M.Lindner+          ## 10221055
          0.58        0.035         0.18        0.018  # 1962,J.A.Miskel+         ## 12115007
        0.5852            0        0.128      0.00512  # 1970,M.P.Fricke+         ## 10049007
         0.592       0.0155        0.113      0.00339  # 1993,A.N.Davletshin+     ## 41183002
         0.593       0.0205       0.1115      0.00446  # 1995,V.A.Tolstikov+      ## 41190002
         0.595            0        0.125            0  # 1959,A.E.Johnsrud+       ## 11675026
           0.6         0.06        0.113     0.001017  # 1976,M.Lindner+          ## 10221055
           0.6       0.0125        0.117        0.011  # 1975,W.P.Poenitz         ## 10421004
           0.6       0.0375        0.138            0  # 1960,B.C.Diven+          ## 11616027
           0.6            0         0.13            0  # 1961,S.A.Cox             ## 12213002
         0.609       0.0155       0.1252       0.0072  # 1965,H.A.Grench+         ## 12192002
         0.619       0.0175        0.107      0.00428  # 1988,A.N.Davletshin+     ## 40968003
         0.627        0.017          0.1        0.004  # 1988,A.N.Davletshin+     ## 40968003
          0.63       0.0185        0.106      0.00424  # 1988,A.N.Davletshin+     ## 40968003
         0.636        0.017          0.1        0.004  # 1988,A.N.Davletshin+     ## 40968003
        0.6361       0.0105        0.101      0.00404  # 1988,A.N.Davletshin+     ## 40968003
         0.637         0.01          0.1        0.004  # 1988,A.N.Davletshin+     ## 40968003
        0.6371         0.01        0.106      0.00424  # 1988,A.N.Davletshin+     ## 40968003
         0.645       0.0115        0.102      0.00408  # 1988,A.N.Davletshin+     ## 40968003
         0.646       0.0205       0.1015    0.0035525  # 1995,V.A.Tolstikov+      ## 41190002
         0.683      0.00683       0.1013        0.006  # 1981,Chen Ying+          ## 30607003
        0.6912      0.03395       0.0928            0  # 1965,K.K.Harris+         ## 12197002
         0.692        0.022       0.0955      0.00382  # 1995,V.A.Tolstikov+      ## 41190002
         0.693        0.011        0.118      0.00472  # 1988,A.N.Davletshin+     ## 40968003
           0.7        0.012          0.1         0.01  # 1975,W.P.Poenitz         ## 10421004
           0.7            0        0.118            0  # 1961,S.A.Cox             ## 12213002
           0.7            0        0.101        0.007  # 1992,J.Voignier+         ## 22006031
         0.708        0.011        0.097      0.00388  # 1988,A.N.Davletshin+     ## 40968003
        0.7085            0        0.106      0.00424  # 1970,M.P.Fricke+         ## 10049007
          0.71       0.0075        0.113       0.0113  # 1962,J.A.Miskel+         ## 12115007
          0.71       0.0115         0.09       0.0036  # 1988,A.N.Davletshin+     ## 40968003
          0.72       0.1008          0.1       0.0009  # 1976,M.Lindner+          ## 10221055
          0.72         0.08          0.1        0.008  # 1979,S.Joly+             ## 20787005
         0.724       0.0155       0.1099       0.0063  # 1965,H.A.Grench+         ## 12192002
         0.764        0.017        0.092      0.00368  # 1988,A.N.Davletshin+     ## 40968003
         0.779      0.21033        0.099     0.001386  # 1976,M.Lindner+          ## 10221055
         0.779       0.0155        0.086      0.00344  # 1988,A.N.Davletshin+     ## 40968003
        0.7791       0.0155        0.086      0.00344  # 1988,A.N.Davletshin+     ## 40968003
          0.78       0.0155        0.091      0.00364  # 1988,A.N.Davletshin+     ## 40968003
          0.79       0.0105         0.15        0.015  # 1962,J.A.Miskel+         ## 12115007
           0.8        0.192        0.087     0.000522  # 1976,M.Lindner+          ## 10221055
           0.8        0.033        0.111            0  # 1960,B.C.Diven+          ## 11616027
           0.8            0        0.105            0  # 1959,A.E.Johnsrud+       ## 11675026
           0.8            0        0.105            0  # 1961,S.A.Cox             ## 12213002
           0.8        0.016       0.0875       0.0014  # 1993,A.N.Davletshin+     ## 41183002
        0.8133      0.01765       0.0922    0.0040568  # 1992,A.N.Davletshin+     ## 41121003
         0.824        0.017       0.1008       0.0058  # 1965,H.A.Grench+         ## 12192002
        0.8355            0        0.091      0.00455  # 1970,M.P.Fricke+         ## 10049007
          0.85       0.0115       0.0857        0.008  # 1975,W.P.Poenitz         ## 10421004
          0.85         0.01       0.0916      0.00916  # 1962,J.A.Miskel+         ## 12115007
          0.87         0.04        0.123       0.0123  # 1962,J.A.Miskel+         ## 12115007
         0.881       0.0105        0.091      0.00364  # 1988,A.N.Davletshin+     ## 40968003
         0.883       0.0085        0.091      0.00364  # 1988,A.N.Davletshin+     ## 40968003
         0.885       0.0105         0.09       0.0036  # 1988,A.N.Davletshin+     ## 40968003
           0.9       0.0115       0.0838       0.0078  # 1975,W.P.Poenitz         ## 10421004
           0.9       0.0315        0.097            0  # 1960,B.C.Diven+          ## 11616027
           0.9            0        0.099            0  # 1961,S.A.Cox             ## 12213002
           0.9       0.0065         0.49         0.08  # 1949,L.E.Beghian+        ## 22580016
         0.903     0.004515       0.0849       0.0044  # 1981,Chen Ying+          ## 30607003
         0.926        0.017        0.094       0.0054  # 1965,H.A.Grench+         ## 12192002
         0.935      0.19635        0.087     0.000696  # 1976,M.Lindner+          ## 10221055
          0.94         0.07        0.076        0.008  # 1979,S.Joly+             ## 20787005
         0.967            0       0.0997       0.0028  # 1991,S.Sakamoto+         ## 13519003
         0.967            0       0.0997       0.0028  # 1990,S.Sakamoto+         ## 14040002
         0.974            0        0.096      0.01008  # 1971,F.Bensch+           ## 22612002
          0.99        0.025        0.128       0.0128  # 1962,J.A.Miskel+         ## 12115007
         0.991     0.004955       0.0782        0.003  # 1981,Chen Ying+          ## 30607002
             1        0.011        0.083       0.0064  # 1975,W.P.Poenitz         ## 10421004
             1         0.03        0.104            0  # 1960,B.C.Diven+          ## 11616027
             1            0         0.09            0  # 1959,A.E.Johnsrud+       ## 11675026
             1        0.045        0.108       0.0108  # 1962,J.A.Miskel+         ## 12115007
             1         0.04        0.092            0  # 1961,S.A.Cox             ## 12213002
             1            0        0.079        0.008  # 1992,J.Voignier+         ## 22006031
             1       0.0155       0.0805     0.002415  # 1993,A.N.Davletshin+     ## 41183002
          1.01       0.2222        0.077     0.000616  # 1976,M.Lindner+          ## 10221055
         1.027        0.015       0.0826       0.0047  # 1965,H.A.Grench+         ## 12192002
          1.03       0.0165       0.0804    0.0027336  # 1992,A.N.Davletshin+     ## 41121003
         1.037        0.009        0.081      0.00324  # 1988,A.N.Davletshin+     ## 40968003
         1.042        0.011         0.08       0.0032  # 1988,A.N.Davletshin+     ## 40968003
          1.07       0.1926        0.085      0.00119  # 1976,M.Lindner+          ## 10221055
         1.085        0.016       0.0836       0.0048  # 1965,H.A.Grench+         ## 12192002
           1.1         0.04        0.081            0  # 1961,S.A.Cox             ## 12213002
        1.1075            0        0.082       0.0082  # 1970,M.P.Fricke+         ## 10049007
          1.12         0.12     0.060441     0.003403  # 2015,V.Vansola+          ## 33096002
         1.133         0.01        0.083      0.00332  # 1988,A.N.Davletshin+     ## 40968003
         1.135       0.0105        0.081      0.00324  # 1988,A.N.Davletshin+     ## 40968003
         1.142       0.0085         0.08       0.0032  # 1988,A.N.Davletshin+     ## 40968003
         1.181         0.01        0.074      0.00296  # 1988,A.N.Davletshin+     ## 40968003
          1.19            0        0.096            0  # 1959,A.E.Johnsrud+       ## 11675026
          1.19      0.00595       0.0774       0.0029  # 1981,Chen Ying+          ## 30607002
         1.192       0.0075        0.072      0.00288  # 1988,A.N.Davletshin+     ## 40968003
           1.2       0.0105       0.0739       0.0072  # 1975,W.P.Poenitz         ## 10421004
           1.2         0.04        0.088            0  # 1961,S.A.Cox             ## 12213002
         1.223        0.017       0.0799       0.0046  # 1965,H.A.Grench+         ## 12192002
          1.24       0.2356        0.073     0.000584  # 1976,M.Lindner+          ## 10221055
           1.3       0.0105       0.0741       0.0066  # 1975,W.P.Poenitz         ## 10421004
           1.3         0.04         0.08            0  # 1961,S.A.Cox             ## 12213002
         1.389       0.0085        0.068      0.00272  # 1988,A.N.Davletshin+     ## 40968003
           1.4         0.01        0.071       0.0063  # 1975,W.P.Poenitz         ## 10421004
           1.4            0        0.082            0  # 1959,A.E.Johnsrud+       ## 11675026
           1.4            0        0.096            0  # 1959,A.E.Johnsrud+       ## 11675026
           1.4            0         0.09            0  # 1959,A.E.Johnsrud+       ## 11675026
           1.4         0.04        0.074            0  # 1961,S.A.Cox             ## 12213002
          1.44       0.2592        0.072     0.001152  # 1976,M.Lindner+          ## 10221055
          1.49      0.00745        0.067       0.0026  # 1981,Chen Ying+          ## 30607002
           1.5         0.01       0.0725       0.0064  # 1975,W.P.Poenitz         ## 10421004
           1.5         0.04        0.075            0  # 1961,S.A.Cox             ## 12213002
          1.52       0.2128        0.071     0.000355  # 1976,M.Lindner+          ## 10221055
         1.533        0.015       0.0709    0.0026587  # 1992,A.N.Davletshin+     ## 41121003
          1.61         0.02       0.0943      0.00943  # 1962,J.A.Miskel+         ## 12115007
          1.66        0.166        0.066     0.000264  # 1976,M.Lindner+          ## 10221055
           1.7       0.0095       0.0639       0.0067  # 1975,W.P.Poenitz         ## 10421004
          1.79         0.04        0.078       0.0078  # 1962,J.A.Miskel+         ## 12115007
           1.8       0.0095       0.0646       0.0065  # 1975,W.P.Poenitz         ## 10421004
           1.8            0        0.067            0  # 1959,A.E.Johnsrud+       ## 11675026
           1.9        0.285        0.057     0.001539  # 1976,M.Lindner+          ## 10221055
             2        0.009       0.0551       0.0067  # 1975,W.P.Poenitz         ## 10421004
             2        0.045        0.064       0.0064  # 1962,J.A.Miskel+         ## 12115007
             2         0.06        0.052        0.008  # 1979,S.Joly+             ## 20787005
             2            0        0.052        0.008  # 1992,J.Voignier+         ## 22006031
          2.03         0.05        0.053        0.006  # 1985,P.Andersson+        ## 21962003
         2.036        0.015       0.0482    0.0017834  # 1992,A.N.Davletshin+     ## 41121003
           2.1        0.009       0.0494       0.0055  # 1975,W.P.Poenitz         ## 10421004
         2.116         0.04       0.0539    0.0045815  # 1983,H.A.Husain+         ## 21879007
          2.12         0.15     0.040588     0.003063  # 2015,V.Vansola+          ## 33096002
          2.14       0.2782         0.05      0.00145  # 1976,M.Lindner+          ## 10221055
           2.2            0        0.047            0  # 1959,A.E.Johnsrud+       ## 11675026
          2.26         0.05        0.046        0.006  # 1985,P.Andersson+        ## 21962003
         2.266         0.04       0.0452     0.003842  # 1983,H.A.Husain+         ## 21879007
         2.341         0.04        0.041     0.003485  # 1983,H.A.Husain+         ## 21879007
          2.37       0.2607        0.039     0.000936  # 1976,M.Lindner+          ## 10221055
         2.435       0.0155       0.0356    0.0013172  # 1992,A.N.Davletshin+     ## 41121003
         2.442        0.045       0.0371    0.0031535  # 1983,H.A.Husain+         ## 21879007
           2.5       0.0085       0.0385       0.0044  # 1975,W.P.Poenitz         ## 10421004
           2.5            0       0.0397        0.005  # 1992,J.Voignier+         ## 22006031
          2.54         0.05        0.037        0.005  # 1985,P.Andersson+        ## 21962003
          2.55            0       0.0445            0  # 1959,A.E.Johnsrud+       ## 11675026
          2.68         0.05        0.025        0.003  # 1985,P.Andersson+        ## 21962003
           2.7            0        0.033        0.004  # 1986,V.L.Demekhin+       ## 40944003
          2.72         0.02        0.034       0.0034  # 1962,J.A.Miskel+         ## 12115007
